article_id,article_title,author,date,content
M.1559258427.A.F73,[討論] 蘇處長的死與網軍之亂,sincsnow (sincsnow),Fri May 31 07:20:25 2019,如題: 本來網軍這種東西就是沒查到就沒查到， 如果被查到了，就是被水桶而已， 沒什麼大不了的。 但是啊，因為人命關天， 蘇處長的自殺身亡，是否與網路發言有關， 才會勞動網友們市刑大市議員去調查，關注。 不管結果如何，希望蘇處長能安息。 也希望這個案子，能水落石出，給蘇處長一個交代。 有些話，說說就算了， 有些話，就算說了，人家也會一直記得，甚至造成了不可逆的憾事。 話如刀劍，傷人於無形，豈能不小心謹慎呢? 
M.1559258568.A.994,[討論] 對了最近絕對要相信五指家 +RJ ,Nokia6233 (mobile),Fri May 31 07:22:46 2019,現在只有這兩個人講話是真的 其他人講話你都可以把它當垃圾 至少這個禮拜他們兩個講的話你可以去相信 就這樣我不想講太多了好累喔 對了現在鐵路幫的柯粉網軍不太敢打林局長 聽說裡面有人嚇到 這個我不想說太多反正我覺得很刺激很好玩 
M.1559259279.A.B36,[討論] 唉，民進黨真的是台灣亂源,onlygoog (頑固),Fri May 31 07:34:37 2019,看看這個自稱是卡稱的， 帶風向，帶到把一個國家的外交官逼死， 還到處想告人 太陽花政變，為了選舉，硬是把台灣搞到亂七八糟， 4年完全執政了，結果什麼監督條例也沒下落 看看這些大腸花的所謂領袖，一個個得到他們的政治利益 也成功護送民退黨完全執政 現在為了2020，不斷潑糞，抹黑 反正，民退黨現在有的是國家資源， 網軍，媒體新聞，中選會，大法官，監察院， 都是我民退黨的人，想跟我大英王朝鬥??? 950. 
M.1559259538.A.12E,[討論] 謝震武為何不是用無罪推定的說法評論,jeromeshih (以謹慎態度來面對問題),Fri May 31 07:38:51 2019,一般的事情，都還沒明確的答案時 謝通常不會先加自己的主觀評論 畢竟無罪推定是很正常的假設 但他針對韓的事件論點有點神奇 確定要告吳子嘉？謝震武提醒韓國瑜當心後果 ://...////2807670
M.1559259575.A.7DD,Re: Fw: [臉書] 林洲民 回應今日錄音事件,greenart2016 (greenearth),Fri May 31 07:39:33 2019,所有柯的負面新聞， 最好笑的就是河糞的表現。 平常河糞白衛兵自許高端， 拜不遺餘力。 只要柯邪一東窗事發， 河糞白衛兵就會露出原型惹 1.李文宗這角色的適法性，呵呵 2.原來蚵小雞膜拜的《新政》，就是《密室喬喬喬》啊那選舉時震臂疾呼的《公開透明》是什麼鬼？ 3.黃捷質詢韓總機時，高端河糞不是一面倒羞辱嘲笑韓總機和含粉。 簡舒培質詢蚵時， 一切又都是的陰謀了 河糞小雞白衛兵的失敗、自打臉、智障民粹行為等， 其實都可以回溯到 《膜拜逐字稿》這個被白衛兵訓練調教的思維模式。 永遠《追著支微末節跑》， 看開示過什麼，就追在後面，幫解釋，幫合理化。 教義之外的，都是河糞白衛兵的《盲點》 這不是旁人看小雞河糞，覺得好笑而已。 别忘了，河糞白衛兵是有攻擊醫院小妹的前科的 6853. 呵 河糞小雞只會看那些滴滴答答的小事。不意外啦回去再練也是這樣。 蚵及白衛兵，並不想讓你們聰明的 一個遠雄，就讓北市府文官體制崩潰。還有臉想選2020？ 當國民都小雞喔 政治撈仔蚵，從政以來幹的惡事，大家都會記得。 台灣人花了53年，推倒。 很有耐心的。 無知小雞等著。
M.1559259698.A.B26,[轉錄] 北台灣滯留鋒面影響「雷雨連4日」,howiekuohr (肥肥),Fri May 31 07:41:36 2019,記者葉國吏綜合報導 今(31)日是悶熱的夏季氣候，西半部高溫上看32度，外出需防曬，今天中午過後各地容易有 局部午後雷陣雨。氣象專家吳德榮透露，明起至下週二(6/4)北台灣受到滯留鋒面影響，會 雷雨發生的機率。 中央氣象局網站資料指出，今(31)日在花東地區有不定時的局部短暫陣雨或雷雨，其他地區 為多雲的天氣，中午過後各地容易有局部午後雷陣雨發生，其中中南部山區有局部大雨發生 的機率。 溫度方面，今日各地高溫約3032度，外出請注意防曬並多補充水份，中午過後出門請攜帶 雨具備用。 氣象專家吳德榮於三立準氣象老大洩天機專欄撰稿指出，今(31)日各地為多雲時晴， 白天熱、早晚舒適；山區午後有局部陣雨或雷雨、並有擴展至東半部及少部分鄰近平地的機 率，山區有較大雨勢。今日北部氣溫約 22至32度、中部23至32度、南部24至34度、東部22 至32度。 吳德榮提醒， 明日起至下週二(6/14)梅雨季的滯留鋒，在北部海面徘徊，鋒面帶上有 連續的中尺度對流系統發展的條件，幸好與台灣有段距離，不致直接影響。 不過，台灣在鋒面前暖氣團內，除了天氣悶熱，大氣也不穩定；西南風遇地形的舉升作用， 以及午後熱對流，皆可激發局部陣雨或雷雨，有較大雨勢出現的機率。下週三、四(5、6日) 滯留鋒北移，台灣不穩定度降低，但午後仍有局部陣雨或雷雨的機率。 ://..//20190531/1456854. 心得：老天有眼 
M.1559259832.A.0BD,[討論] 老天鵝這酸的....,wizardfizban (瘋法師),Fri May 31 07:43:50 2019,老鵝特搜113 民進黨初選林蔚山牛糞轎車 ://../?=9 民進黨初選是在見證英皇登基 ://../?=9=8 沒有共識那就是不要直播不要表決，直接共識決。 ://../?=9=25 何為共識決？ ://../?=9=45 最民主最進步的黨 大圓滿 ://../?=9=115 不過沒關係 有台灣價值就什麼都可以。 在混久了會得到很多稱號，像我就有： 藍的、綠的、吱吱、蛆蛆、糞青、覺青、獨派、華腦、柯粉、網軍.... 最近我發現我又多了： 五毛、瘋、洗文的 可惜這些稱號都沒有屬性加成呢 
M.1559259842.A.8D7,[黑特] 幹你娘民進黨，20個人開會叫喬蛋,trustinme (信任),Fri May 31 07:44:00 2019,幹你娘民進黨， 20個人在市政府開會叫喬蛋 政風處認為根本沒啥事 也叫喬蛋 操你馬的蛋蛋麵 這也叫喬？ 這樣民進黨立法院喬一堆 喬王跟一堆立委 是不是都該去死了？ 還有那個交通部喬 監察院喬曲棍球案 教育部喬台大校長 喬到一堆中華郵政，檢察官，台大人 出來反對 就你媽的民進黨 怎麼喬都對 幹你媽的我投民進黨 我沒蛋蛋 幹 喬黨去死 
M.1559260210.A.547,Re: [討論] 吳子嘉被告已經幾連敗了啊?,raxxar82 ( ),Fri May 31 07:50:08 2019,當初爆料馬英九收頂新10億 吳子嘉也是說消息千真萬確 歡迎來告 結果拿出來的證據只有 友人轉述和媒體報導 吳子嘉2014年10月15日在美麗島電子報以吃頂新黑錢，馬英九準備坐牢？為標題撰寫 文章，內容提到馬團隊在總統競選期間 ，曾收了頂新魏家逾10億的政治獻金、 吃 頂新黑心錢的馬團隊，恐怕要做好坐牢的準備 、2012的總統大選後期...魏家危機入 市加碼投資，一次出手就是逾10億的政治獻金，這股荒漠甘泉，讓馬團隊點滴在心頭等 語。 一審認為，從檢方簽結的資料來看，馬英九沒有具體犯罪事證，吳提供的資料可信度薄弱 ，認為吳未經查證就發表言論，確實導致馬的名譽受損，判賠180萬元，並在四大報登報 道歉。 二審則認為，吳子嘉在發表言論前無法證明有合理查證，故有重大過失、輕率、疏忽，而 侵害馬的名譽，故判賠180萬元，並在美麗島電子報等3家媒體的網路電子報道歉。 不過我看爆料也不是他的目的 背後是在帶風向 郭台銘十之八九會被洗出去了 : 吳子嘉被告戰績 : 張景森與業者有扯不清關係，判賠20萬 : 馬英九收頂新10億 賠180萬 : 許立明兼主導放貸為慶富案護航 賠35萬元 : 影射吳秉叡睡人妻女 賠30萬元 : 金溥聰包庇鄧文聰掏空國家資產 賠15萬元 : 誣指李應元私會台化高層 賠80萬 : 陳菊告他的還在官司中 : 已經6戰6敗了 : 找不到有被告吳勝訴的紀錄 : 比秋意還慘 : 有人輸比他還多的嗎? : 而且這幾案的情況，好像也沒什麼棋
M.1559260224.A.415,[討論] pt覺醒青年喜歡表決別人財產,erkunden (erkunden),Fri May 31 07:50:22 2019,最近看到很多板上覺醒青年的論點，什麼首富應該捐財產回饋社會，什麼民意支持砍軍公教 退休金，不知道什麼時候開始，我國法律可以用人數表決別人的財產權了，呵呵，這明明是 中國搞文化大革命時期的產物，沒想到這麼多紅綠衛兵欸，專門表決別人的財產 
M.1559260556.A.0E0,[討論] 吳子嘉到底有沒有證據？,ben108472 (ben108472),Fri May 31 07:55:54 2019,吳子嘉當初抹陳菊團隊貪污時，一個證據也拿不出來，就影射幾個人，就天天成為政論節 目座上賓。 這次也是一樣，就直接拿出證據讓韓國瑜一刀斃命啊，講了半天，還是只剩嘴巴，連韓黑 我都看不下去了，韓國瑜光施政這麼爛，誠信這麼差就能讓他自爆，偏偏搞這齣垃圾八點 檔幹嘛？ 現在各個反韓政論全部都在抹，韓國瑜施政這麼差瞬間沒人管，蔡英文的初選，網軍風暴 通通沒新聞版面。 你覺得賠個幾十萬對吳子嘉是大錢嗎？這樣想可能就有答案了。 對付韓國瑜不是用抹黃抹紅，而是攻擊他施政的草包，政策的空洞，這個已經有效果了， 現在抹這個只是幫助韓國瑜轉移施政草包的話題而已。 之前的行為應該不意外吧 呵呵 各位啊，說我是1450有沒有證據啊？1450還會罵蔡英文？
M.1559260948.A.705,Re: [討論] 關於大巨蛋事件,TED781120 (蒼夜歌),Fri May 31 08:02:25 2019,: : 恩北捷懂事長跑去開大巨蛋會 05/31 06:55 : : 柯粉繼續刷白 05/31 06:55 ://...////882834 大巨蛋工程導致捷運出問題。 ://...////1325162 捷運局長因為沒參與會議被砲轟。 現在變成質疑捷運公司有什麼資格與會了，哈哈哈哈，柯黑智 抱歉我不想侮辱小黑狗。 1002 :轉錄至看板 05/31 08:29
M.1559261354.A.95D,[討論] 親民黨推館長出來選總統如何,winogu (win),Fri May 31 08:09:12 2019,昨天看新聞 親民黨說這次總統大選不會缺席 一定會推人 那請宋楚瑜不要再出來了 不如請館長，剛滿40歲有資格可以選總統 而且在辯論會應該可以把韓國瑜電的吱吱叫 
M.1559261514.A.E4A,[討論] 小英年改得罪選民，國民黨會恢復？,ysb727 (軒),Fri May 31 08:11:52 2019,看看小英因為年改 變成蔡15 看看柯文哲因為1500 只贏三千票 國民黨一堆人說要恢復年改 會恢復嗎？ 敢恢復嗎？ 都有人扛了，這鍋終於甩開了 錢才是選民最大考量 年改恢復了，那勞保呢？ 國民黨的總統候選人要怎麼處理 蔡英文之前有第二任要處理了喔 出國都帶領團隊坐商務艙的市長 告訴你 莫忘世上苦人多 他敢恢復年改，改勞保嗎？ 
M.1559261549.A.6E1,[討論] 柯P被竊聽了 只要有手機,namfish (樹裏有沙蛋),Fri May 31 08:12:24 2019,開會現場只要有手機 便能竊聽 所以重要會議 要禁止所有人帶手機 不然柯 又要大怒 台北市政府是這樣給你竊聽的嗎 
M.1559261627.A.2D1,Re: [討論] 謝震武為何不是用無罪推定的說法評論,nicholas0406 (尼可拉斯),Fri May 31 08:13:45 2019,: 一般的事情，都還沒明確的答案時 : 謝通常不會先加自己的主觀評論 : 畢竟無罪推定是很正常的假設 : 但他針對韓的事件論點有點神奇 : 確定要告吳子嘉？謝震武提醒韓國瑜當心後果 : ://...////2807670 : : 美麗島電子報董事長吳子嘉在30日爆料，指稱高雄市長韓國瑜和新莊王小姐有段長達十年的婚外情，還生了一個小孩。韓國瑜則立刻發表聲明，將委請律師準備提起誹謗告訴，連同不經查證引用不實指控的電視媒體及名嘴，都將考慮一併提告。對此，政論節目主持人謝震武提醒韓國瑜若要告人，將要背負誣告風險，萬一如果有，那韓市長後面也不要混了。 : : 假設謝什麼都不知道，怎麼會來提醒 : 這個有可能是誣告喔，可能影響你的政治生涯喔，等等的評論 : 畢竟 : .這個跟一般無罪推定的論點是衝突的 : .吳之前也有一些被法院認證可能非事實的發言 : 結果謝這個暗示是否單純只是從法律人觀點 : 還是有其他目的就有點看不懂 : 有人能說明一下嗎 : : 8142. 謝震武是以律師的角度來看 這整件事 把所有未來可能會延伸的法律問題 做一個分析 假設 你明明知道吳子嘉的指控都是事實 卻又執意提告 這誣告就很容易成立 這本來就是一翻二瞪眼的東西 假設吳子嘉真的有所本 拿得出人證、事證、物證 到法庭上你就很難去辯解說 我也不知道我之前有搞婚外情阿、可能是酒喝多了 糊里糊塗一不小心就插進去了 還不小心搞大肚子 連小孩都有了 這我完全不知情 到最後法院判決下來 整個社會對韓導的觀感就會很差 撇除亂搞婚外情不說 還意圖濫用司法資源 來為自己的醜陋言行脫罪 不要說政治生涯就此結束 未來你也很難在社會上再立足下去 這真的可以直接回去下鄉種田了 
M.1559261636.A.3DE,[討論] 柯痞被監聽怎麼中天連屁都不坑一下,songgood (ilovegoodgame),Fri May 31 08:13:54 2019,如果要比被監聽 柯痞的私下喬蛋的事被拿出來 各種剪輯 中天怎不發一聲 中天看到韓綜被人進去搞事 就氣成這樣 那台北市私下喬蛋的事被人監聽錄音 怎不打一下 中天是不是雙重標準 當初韓綜能出來還是柯痞在旁邊一起被世間罵 ://./ 在下 摩天 輪之前 請多多鞭策和指導 
M.1559261949.A.329,[討論] 柯柯喬蛋被抓包,watermind (晴天),Fri May 31 08:19:07 2019,柯柯一直說 他沒有喬蛋 結果簡書培一只錄音帶 證明柯柯真的有喬蛋 柯柯震怒了 哈哈 支持柯綠網內互打 原來林洲民說的是真的 
M.1559261962.A.B93,[討論] 手機民調到底哪有問題,sim2347 (快樂最重要),Fri May 31 08:19:20 2019,不喜歡，也討厭蔡。但說真的，手機民調哪有問題，賴在那吵什麼意思真的看不懂。 民調不就是希望貼近現實嗎？現代人幾乎人手一機，打電話都是用手機，家裡的電話就算 響也沒人會接，會接的幾乎都是阿公輩的吧。 時代在進步，用市話民調本來就很怪，難怪民調誤差越來越大。別說50%了，以後應該要 改成100%手機，這樣做出來的民調各年齡層都有，也不用再做什麼加權了。 
M.1559262069.A.9D9,[黑特] 有錄音帶、深喉嚨，都是好事,holyhelm (老鷹 鴨霸 西米露),Fri May 31 08:21:06 2019,又沒涉及國防密 有深喉嚨是好事 這種政府內部怎麼審怎麼評的 洩漏出來越多越好 大家不都很愛維基解密嗎 往回看 去年讓垃圾黨倒台的一大助力 不就是東廠內流出的錄音嗎 怎麼當時就沒人出來靠北竊聽了 不要遇到柯就雙重標準拉 大家一起把政府拆開來檢視有沒有異音和皮帶龜裂 豈不甚美 對 所以有錄音本身是好事 大家一起來檢視無聊還是有聊
M.1559262380.A.65C,Re: [討論] 簡舒培真的要這樣幹下去?,betahalien (中年大叔),Fri May 31 08:26:18 2019,: 這招真的不錯 : 1捅出真的有橋蛋？ : 2有錄音，誰做的 : 3另類印證韓五進五出監聽疑慮 : 4有證據的質疑 : 感謝簡議員，做出典範 : 又是一個神助攻 剛剛在隔壁版看到的: ================ 議員:你自己說嘛，你為什麼要說謊，是不是讓公文躺兩天？ 柯 : 公文是禮拜五進來，這兩天是禮拜六禮拜日， 你是要我假日批公文嗎？ 議員: 對阿 ，阿你不是常常這樣嗡嗡嗡嗎？ 柯: 是這樣沒錯，所以你期待我每天上班是不是 議員:對阿，但你不在台北嗡嗡嗡，你跑去台灣各地去嗡 ============== 塞林涼卡好咧把人家六日應該要上班批公文當理所當然喔? 有沒有當議員當到這種程度的八卦? 
M.1559262872.A.069,[黑特] 邁邁趙趙484被韓國瑜利用當救援投手？,ysb727 (軒),Fri May 31 08:34:30 2019,韓國瑜只要出了事 側翼跟韓粉 包括本人就開始說 要是真的 去年邁邁趙趙選舉早就打了 事實證明撞死人也是韓國瑜自己講的 誣賴說對手要爆他 他有跟邁邁趙趙道歉嗎？ 還有當選之後 很多關於兩岸政策的發言 就是抄趙趙的論述 然後，出事又推給前朝 總之，邁邁趙趙沒有打=沒有嗎？ 按撞死人事件的邏輯 人家沒有打表示此事有， 只是寶寶知道，寶寶不說 結果，你韓國瑜把這樣的做法當成護航自己的工具 變成人家不說，等於沒有 啥咪都佔盡便宜了 沒有就沒有，你就好好處理就好 有何必再拉邁邁趙趙下水呢？ 而且邁邁雖然說之前立委脾氣也不好（但比起你的立委時期，他的脾氣好太多了） 至少他曾經願意跟你打了一場君子之爭，雖然當時也算魚幫水，水幫魚，但韓陣營還在 放54088要打你車禍的假警報 而且反觀你現在還在消費他，真的很不妥當 難怪這麼多人說你忘恩負義 
M.1559263110.A.D18,Re: [討論] 柯痞被監聽怎麼中天連屁都不坑一下,kimkim (專業魯蛇),Fri May 31 08:38:27 2019,這種錄音顯然是在場關係人自己錄的 跟公權力機關或敵對陣營的監聽或竊聽有個屁關係 而在台灣政治上這種錄音爆料屢見不鮮 像是促轉會的東廠事件.馬英九的三中事件.林益世的3323 全部都是在場人或關係人為求自保或保留證據所錄 跟所謂監聽竊聽根本兩碼子事 混為一談的人不知是無知還是故意混淆 然後一定有人會質疑簡那個說不定真的是裝竊聽器竊聽來的 我只能說會有這種想法的顯然不通事理 今天簡敢拿錄音在議會殿堂上公開質詢 顯然在他認知裡這東西的來源絕對是沒問題的 否則標準的作法應該是流去給媒體爆料 我想稍有常識的人應該都知道我在說什麼 所以昨天那段錄音到底是不是在喬蛋每個人可以有不同解讀 但要抹黑別人監聽竊聽 那是大可不必 : 如果要比被監聽 : 柯痞的私下喬蛋的事被拿出來 : 各種剪輯 : 中天怎不發一聲 : 中天看到韓綜被人進去搞事 : 就氣成這樣 : 那台北市私下喬蛋的事被人監聽錄音 : 怎不打一下 : 中天是不是雙重標準 : 當初韓綜能出來還是柯痞在旁邊一起被世間罵 來源沒問題的意思是說顯然不是簡自己或他的下屬去裝竊聽器竊錄的 他自己竊錄的她最好敢拿來爆料 您的道德標準很高啊 敢情我文中提的三個案例發生時您都很憤怒? 拜託 別裝了 這種錄音根本是台灣政治上司空見慣的情形 只是今天被錄的是你支持的政治人物罷了 這個先決問題是他有沒有整段? 如果他的民眾就是只給他剪輯過的檔案 他是要怎麼播整段? 政治錄音爆料本來就很正常 會覺得不正常的是活在烏托邦吧
M.1559263110.A.428,[討論] 柯館配有機會贏嗎？,HK97 (香港1997),Fri May 31 08:38:22 2019,如題，先不討論可能性 最近的民調阿伯雖然第一名 不過差距很少 加上選前藍綠歸隊 獲勝的機率渺茫 如果柯市長與館長搭配，參加總統大選 獲勝的可能性？ 阿伯認真市政 可以吸收反綠票 很會規劃、有理想有目標 館長認真捐錢 可以吸收反藍票 正義感強、口才好會宣傳 兩人都愛臺灣、深受年輕中間選民喜愛 柯館配獲勝總統大選的可能性？ 有一次上化學課，老師讓我去拿一瓶20%的酒精。 我沒找到，就拿了兩瓶10%的。 老師很生氣，說:你要一個20歲的老婆，我給你兩個10歲的可以嗎? 中老年人、厭惡兩黨的人，也有機會吸收 而且拜託大家多投票、領取選舉補助款捐錢 催票一波 的確啦，館長曾說短期要養家 沒考慮從政 別忘了柯選市長前曾上館長直播 還是你覺得這是敗票？
M.1559263262.A.506,[討論] 大家覺得idcc能水落石出迷？,warlockeric (Fizz),Fri May 31 08:41:00 2019,今天早上剛登入看了一下 除了板友的回應文之外 開始一堆新聞跑出來了 不知道是不是想轉移大家的注意力 大家覺得這件事能水落石出嗎？ 還是其實市刑大做做樣子而已？ 菜最厲害的真的是網路鬥爭 他沒差吧，不是都有自己的公關公司，名聲再臭看看八卦版也知道他帶風向的業務能力很好，綠的還是會繼續下單給卡神吧
M.1559263403.A.9AA,[討論] 教官何時要退出校園?,onlygoog (頑固),Fri May 31 08:43:21 2019,北市大學教官偷吃陸生影片曝 議員砲轟：他睡3個了 這些軍人憑什麼可以在校園吃喝玩樂?? 這些教官真的很偉大，犧牲自己去教訓共匪的幼女 950. 
M.1559263580.A.C4F,"[討論]kmt黨內民調:打韓國瑜傷國民黨,柯文哲得利",Sparkle001 (Sparkle),Fri May 31 08:46:18 2019,國民黨跟韓國瑜已經成了命運共同體...一起沉淪 國民黨黨內民調 更顯示， 打韓國瑜 的結果，韓國瑜的民調固然下降，但 郭台銘並未因此受 惠 ，且 連國民黨的支持度都跟著掉 ，最後 得利的是柯文哲 ，國民黨黨內民調分析也顯示， 韓粉一旦轉向，得利的同樣是柯文哲 。 
M.1559263883.A.3EC,[討論] 東廠被監聽怎沒人氣憤柯痞就有,songgood (ilovegoodgame),Fri May 31 08:51:20 2019,這雙重標準了吧 東廠當初被監聽 怎沒人罵偷錄音 柯痞也是同樣被對待 大家反而質疑簡議員 都是都錄音 為何大家會挺柯痞 而不挺東廠 這沒雙重標準 什麼才是雙重標準 大家還天欽一個公道 ://./ 在下 摩天 輪之前 請多多鞭策和指導 
M.1559263924.A.B15,[黑特] 吳子嘉為何要現在爆料?,va1kyrie (123),Fri May 31 08:52:02 2019,婚外情如果是真的而非抹黑 那麼現在爆料並不是好時機 最好的時機 應該是韓國瑜已經被提名後 然後在選前12個月前爆 這樣國民黨的選情就真的完蛋了 現在就爆料 都還可以應對調整 吳子嘉現在爆料 內心的盤算為何? 
M.1559263928.A.264,[討論] 柯韓一起被打是巧合嗎？,ck326 (傑洛米零),Fri May 31 08:52:06 2019,韓被打外遇 柯被打喬蛋 這是巧合嗎 這些事得利者是誰呢 
M.1559264132.A.522,[討論] 有沒有人看到疑似外遇跟我一樣悲憤的?,Zcould (宇宙覺青黨工網軍),Fri May 31 08:55:29 2019,兩性關係不但是生物的本能，更是生命的起源。 昨天看到有政治人物疑似外遇的新聞，讓我悲憤難抑。 兩人在一起然後生小孩，這本來是再正常不過的事， 只要他不是強迫他人就範，有本事的人要跟幾個人生小孩 為何要用一夫一妻制加以限制呢? 有很多人願意跟某人生小孩，這就證明某人的本領 比別人強，外遇一夫一妻制這種東西就是不甘願 的魯蛇們聯合發明的 有沒有人看到外遇新聞跟我一樣悲憤的? 真能幹 這跟宗教無關，這是層次更高的生命問題 我性別平等，我不贊成一夫多妻，為何不能一妻多夫?多夫多妻? 你替他們擔心啥? 你又不是? 這就是本領 廢除一夫一妻制後的外遇才有罪 平等自由博愛 通姦是唯一沒有受害者的罪刑
M.1559264193.A.6FF,[討論] 公開透明 v.s. 妨害秘密,ReiFan (說好的秒速5公分呢?),Fri May 31 08:56:31 2019,雙重標準不是新聞 回頭想想，那些年覺青們光是聽到就會高潮的公開透明口號 在怎樣的情況下會變成妨害秘密呢？ 法律上認為如果是為了正當目的，則妨害秘密是不罰的 那該如何判斷我現在的目的是否正當呢？ 
M.1559264429.A.D02,Re: [討論] 柯韓一起被打是巧合嗎？,ceca (生活藝術大師￼ ￾ ￼N￼),Fri May 31 09:00:27 2019,民進黨初選啊 除了掩飾事件外 最近最關鍵的是民進黨的初選 而民進黨初選已經造成民調做數據做的超級誇張 代表這件事本身就是非常重點的一件事情 而同時打韓國瑜和科，可是會影響蔡和賴的支持度外 這種名修棧道暗渡陳昌的手法，也不會引起黨內反彈 被害這者就算知道，也啞口無言以對 只能默默的吞下去 
M.1559264793.A.C63,Re: [討論] 軍公教年改本就不對，拍手的沒想過自己嗎,eiw123 (阿克亞教信徒),Fri May 31 09:06:31 2019,: 引述《2347 (快樂最重要)》之銘言： : : 不管你什麼職業，如果今天政府跟你說財政困難(阿不是說現在是台灣經濟最好的時侯)， : : 年金要破產了(投報率2%，只比定存高，這誰問題)，以前制度設計有問題(設計有問題也 : : 是政府設計的，政府要負責甘我屁事)，所以要年改 : : 然後不管3721，一律多繳晚退還少領，然後一體適用，我想應該沒人能接受，早翻桌了。 : : 但這就是現在的政府對軍公教做的事，但很多人不但不反對還拍拍手。今天無法將心比心 : : ，明天如果換我們被改，誰又有資格說話呢。 : 你搞錯重點了.... : 在民進黨剛喊出因為財政困難要年改時，很多人是同意的，但也不少人覺得軍公教可憐。 鍵盤和電視上的1450自吹自唱 很多人同意吧 : 但被來希一直亂鬧到最後讓那些覺得可憐的人都走了。 都走到韓導這裡了 : 所以這局民進黨其實是贏的。 自吹自唱贏了 直到11/24 社會主義者 都很愛自吹自唱 : 但是諷刺的是..... : 民進黨之後開始大撒錢，各種砸錢各種給褔利。 : 說好的財政困難去那了？ 從一開始就是騙局 : 一開始跟員工說要共體時艱，之後就在那撒錢分紅利給股東？ 反正就是要鬥爭 : 會覺得這公司有問題不是很正常嗎？ 從一開始法治國度 就不應該出現這種事 布過覺青夢想給韓導管 不意外 所以國家倒了嗎
M.1559264843.A.02F,[討論] 70歲退休後就沒有投票權,hTCm10 (哎喲),Fri May 31 09:07:21 2019,出社會要20歲才能有投票權 那麼退休後70如果就不能有投票權呢？ 反正藍粉都說蔡英文都是老人在支持的 70歲以上不能有投票權對應該更有利吧 如果出社會20歲可以有投票權 那麼退休70歲如果試著沒有投票權呢？ 會怎樣？ 
M.1559265067.A.81D,[討論] 打臉名嘴!!美國說台灣是貿易戰贏家!?,patentstm (暖暖苗圃沒有樹...),Fri May 31 09:11:02 2019,上週經濟部說招商有成績 立委與名嘴紛紛上節目痛斥： 說台灣窮、台灣爛 說台灣薪沒救、人才最好出走、最好去中國... 說台商怎麼可能回台灣、 說寧願去越南、印尼、東南亞也不要台灣.. 說中共怎麼不會打台灣... 結果被美國聯準會打臉 美國統計貿易戰6個月來 台灣、南韓、越南是貿易戰主要受惠國 台灣對美國出口劇增9% (但美國之前就說要調查南韓、越南是否有洗產地的現象) 所以台灣是貿易戰真正贏家 ://./2 樓下覺得是什麼原因呢？ 
M.1559265124.A.E23,Re: [黑特] 吳子嘉為何要現在爆料?,dakkk (我是牛我反芻),Fri May 31 09:12:01 2019,: 婚外情如果是真的而非抹黑 : 那麼現在爆料並不是好時機 : 最好的時機 應該是韓國瑜已經被提名後 : 然後在選前12個月前爆 : 這樣國民黨的選情就真的完蛋了 : 現在就爆料 都還可以應對調整 : 吳子嘉現在爆料 內心的盤算為何? 1. 料如果是真的 應該是網內互打 韓的個性 常與一起打拼的人最後反目 這時間點 得罪了某知情的人 就爆料吳董 2. 如果是假的 應該是吳董拱韓的戲碼 韓導丟假料給人爆 最後證明自己是受害者 聲勢會更高 我個人認為新莊王小姐是詭異的存在 不過就算熟 小孩也未必是韓的 但應該是有一定交情 
M.1559265208.A.275,Re: [討論] 簡舒培真的要這樣幹下去?,YMSH205 (^^),Fri May 31 09:13:24 2019,師傅惹人厭的是他的兩岸政策 的兩岸政策論述和師傅相同的不少... 但是就勤政兩個字來說，師傅應該沒有愧對。 今天這個錄音檔如果真有殺傷力， 標題就不是橋蛋， 大概就是師傅等等，而且最棒的地方 會用內部討論內容做成決議， 還是以正式會議的決議，這也會影響很大。 今天議員要用這個主題攻擊師傅， 先想想這個內容有沒有等同的價值， 這個錄音在沒有經過同意下就錄音， 丟到公堂上有沒有法律效力先不談， 那他的內容到底有沒有足夠的力度， 讓社會認為這阿這都是為了社會公益才會錄音的啊 不然這個能做到的，就是激怒柯粉而已啊 在過去會這種敵我兩傷的招數，都是在重要時刻才用， 通常都是為了選舉，可是這個時間點，師傅到底要選啥， 或者也可以解釋這東西沒啥殺傷力， 所以也不用留 題外話，這種會前討論會真的應該要多推廣， 每次跨部門開會，部門內部都沒搞定，就招開跨部門會議， 這根本是浪費大家時間，開會是要決議事項， 不是讓大家討論事情啊 
M.1559265555.A.E28,[黑特] 只會修同婚法不會修酒駕？？,blessbless (123),Fri May 31 09:19:13 2019,今天一早就看到酒駕新聞 撞死兩個人才七年？？？ 垃圾 只會修同婚不會修酒駕 到底要死多少人才甘心？？ 我們台灣年輕人越來越少 其中之一就是死在酒駕辣 台灣就是取得酒太容易 如果像瑞典一樣 特定人士才能買酒 年年鑒定資格 就解決了啊 
